rule_id,rule_string,lambda,D,gamma,population,classification,period
2350,"B2/S12358",0.015677,1.8678,-12271.2969,7027,periodic,4
2351,"B2/S012358",0.016290,1.8673,-11962.0253,6979,periodic,2
2352,"B2/S458",0.043680,1.7370,-1409.5650,3965,aperiodic,
2353,"B2/S0458",0.043880,1.7637,-470.9311,4557,aperiodic,
2354,"B2/S1458",0.044362,1.7834,56.5984,4968,aperiodic,
2355,"B2/S01458",0.044354,1.7990,404.1178,5365,aperiodic,
2356,"B2/S2458",0.044503,1.8135,813.8301,5627,aperiodic,
2357,"B2/S02458",0.044618,1.8240,1000.9804,5902,aperiodic,
2358,"B2/S12458",0.041540,1.8771,-5751.4941,7423,periodic,72
2359,"B2/S012458",0.034089,1.8692,-11007.2408,7049,periodic,28
2360,"B2/S3458",0.027992,1.9054,4097.8105,9033,aperiodic,
2361,"B2/S03458",0.029444,1.9051,4121.4902,9020,aperiodic,
2362,"B2/S13458",0.027726,1.9036,3898.9804,8908,aperiodic,
2363,"B2/S013458",0.027567,1.9024,3865.9967,8813,aperiodic,
2364,"B2/S23458",0.011513,1.8957,121398.2277,8438,periodic,2
2365,"B2/S023458",0.016094,1.8950,74065.6328,8405,periodic,12
2366,"B2/S123458",0.006931,1.8950,0.0000,8371,fixed,1
2367,"B2/S0123458",0.008047,1.8959,0.0000,8405,fixed,1
2368,"B2/S68",0.042960,1.7088,-2116.7034,3583,aperiodic,
2369,"B2/S068",0.043210,1.7229,-1795.6828,3827,aperiodic,
2370,"B2/S168",0.043660,1.7450,-816.2343,4327,aperiodic,
2371,"B2/S0168",0.043885,1.7466,-1016.9733,4322,aperiodic,
2372,"B2/S268",0.043885,1.7668,-618.7315,4586,aperiodic,
2373,"B2/S0268",0.044054,1.7728,-239.1415,4793,aperiodic,
2374,"B2/S1268",0.044275,1.7918,249.7244,5260,aperiodic,
2375,"B2/S01268",0.044336,1.7933,137.4609,5268,aperiodic,
2376,"B2/S368",0.043944,1.7690,-475.9642,4571,aperiodic,
2377,"B2/S0368",0.044142,1.7833,212.8301,4911,aperiodic,
2378,"B2/S1368",0.044425,1.8024,470.0521,5349,aperiodic,
2379,"B2/S01368",0.044501,1.8080,815.3203,5478,aperiodic,
2380,"B2/S2368",0.044639,1.8212,783.3203,5777,aperiodic,
2381,"B2/S02368",0.044662,1.8304,1372.8464,6037,aperiodic,
2382,"B2/S12368",0.016479,1.8695,-11046.7383,7088,periodic,4
2383,"B2/S012368",0.017918,1.8694,-18152.1998,7074,periodic,4
2384,"B2/S468",0.043479,1.7430,-1249.8073,4096,aperiodic,
2385,"B2/S0468",0.043795,1.7612,-705.5065,4488,aperiodic,
2386,"B2/S1468",0.044174,1.7829,-156.8464,4966,aperiodic,
2387,"B2/S01468",0.044295,1.7934,167.0196,5216,aperiodic,
2388,"B2/S2468",0.044390,1.8078,726.1667,5438,aperiodic,
2389,"B2/S02468",0.044530,1.8158,834.6764,5672,aperiodic,
2390,"B2/S12468",0.042249,1.8770,-5629.7423,7436,aperiodic,
2391,"B2/S012468",0.037224,1.8707,-11082.1867,7121,periodic,12
2392,"B2/S3468",0.044453,1.8037,757.5261,5348,aperiodic,
2393,"B2/S03468",0.044570,1.8154,822.6601,5679,aperiodic,
2394,"B2/S13468",0.044768,1.8326,1480.9967,6119,aperiodic,
2395,"B2/S013468",0.044811,1.8377,1623.6569,6285,aperiodic,
2396,"B2/S23468",0.017170,1.8831,27132.7014,7809,periodic,12
2397,"B2/S023468",0.016094,1.8843,5789.6282,7865,periodic,168
2398,"B2/S123468",0.008959,1.8787,87588.8436,7527,periodic,2
2399,"B2/S0123468",0.003466,1.8780,101881.3781,7503,periodic,2
2400,"B2/S568",0.043129,1.7234,-1885.8117,3781,aperiodic,
2401,"B2/S0568",0.043550,1.7362,-1434.2414,4029,aperiodic,
2402,"B2/S1568",0.044042,1.7566,-795.5196,4459,aperiodic,
2403,"B2/S01568",0.044120,1.7737,-367.8218,4856,aperiodic,
2404,"B2/S2568",0.044192,1.7835,-189.3494,4941,aperiodic,
2405,"B2/S02568",0.044387,1.7901,54.8042,5108,aperiodic,
2406,"B2/S12568",0.044562,1.8084,805.6601,5549,aperiodic,
2407,"B2/S012568",0.044596,1.8237,1091.9804,5948,aperiodic,
2408,"B2/S3568",0.044056,1.7790,-198.1667,4796,aperiodic,
2409,"B2/S03568",0.044346,1.7890,103.5098,5023,aperiodic,
2410,"B2/S13568",0.044529,1.8138,936.6764,5655,aperiodic,
2411,"B2/S013568",0.044610,1.8245,1081.3203,5941,aperiodic,
2412,"B2/S23568",0.044800,1.8384,1460.9804,6241,aperiodic,
2413,"B2/S023568",0.044736,1.8411,1491.3203,6307,aperiodic,
2414,"B2/S123568",0.013195,1.8674,-3451.4044,7003,periodic,4
2415,"B2/S0123568",0.008959,1.8668,-9927.6762,6956,periodic,4
2416,"B2/S4568",0.043616,1.7428,-1081.7551,4107,aperiodic,
2417,"B2/S04568",0.044057,1.7686,-568.1496,4636,aperiodic,
2418,"B2/S14568",0.044283,1.7961,345.7975,5293,aperiodic,
2419,"B2/S014568",0.044427,1.8051,711.8105,5500,aperiodic,
2420,"B2/S24568",0.044661,1.8234,1250.9804,5921,aperiodic,
2421,"B2/S024568",0.044790,1.8316,1428.5065,6163,aperiodic,
2422,"B2/S124568",0.043690,1.8785,-5811.5882,7496,aperiodic,
2423,"B2/S0124568",0.038483,1.8733,-4576.5640,7242,aperiodic,
2424,"B2/S34568",0.023811,1.9119,4833.6406,9436,aperiodic,
2425,"B2/S034568",0.021520,1.9125,4652.4902,9426,aperiodic,
2426,"B2/S134568",0.018688,1.9099,11090.6384,9285,periodic,168
2427,"B2/S0134568",0.017170,1.9092,4456.6406,9212,aperiodic,
2428,"B2/S234568",0.009730,1.9041,161904.0969,8901,periodic,4
2429,"B2/S0234568",0.008047,1.9047,101800.4073,8913,periodic,12
2430,"B2/S1234568",0.009730,1.9041,0.0000,8861,fixed,1
2431,"B2/S01234568",0.000000,1.9062,0.0000,8995,fixed,1
2432,"B2/S78",0.042954,1.7003,-2408.7492,3454,aperiodic,
2433,"B2/S078",0.043116,1.7018,-2426.0282,3532,aperiodic,
2434,"B2/S178",-10.000000,1.7317,-1459.7700,4064,aperiodic,
2435,"B2/S0178",0.043564,1.7353,-1420.4472,4174,aperiodic,
2436,"B2/S278",0.043892,1.7525,-984.1269,4387,aperiodic,
2437,"B2/S0278",0.043951,1.7536,-777.3112,4430,aperiodic,
2438,"B2/S1278",0.044088,1.7682,-338.6186,4799,aperiodic,
2439,"B2/S01278",0.044169,1.7700,-489.8968,4819,aperiodic,
2440,"B2/S378",0.043988,1.7668,-568.6406,4513,aperiodic,
2441,"B2/S0378",0.044161,1.7783,-335.9844,4797,aperiodic,
2442,"B2/S1378",0.044421,1.7948,452.6601,5173,aperiodic,
2443,"B2/S01378",0.044348,1.7991,313.3399,5318,aperiodic,
2444,"B2/S2378",0.044583,1.8197,983.5065,5749,aperiodic,
2445,"B2/S02378",0.044593,1.8268,1147.1504,5926,aperiodic,
2446,"B2/S12378",0.014452,1.8709,-17534.4456,7145,periodic,6
2447,"B2/S012378",0.018055,1.8695,-17125.2022,7082,periodic,6
2448,"B2/S478",0.043518,1.7328,-1586.5480,3907,aperiodic,
2449,"B2/S0478",0.043806,1.7576,-835.0251,4379,aperiodic,
2450,"B2/S1478",0.044149,1.7816,-55.9804,4946,aperiodic,
2451,"B2/S01478",0.044254,1.7914,295.9642,5186,aperiodic,
2452,"B2/S2478",0.044365,1.8032,331.6601,5351,aperiodic,
2453,"B2/S02478",0.044371,1.8135,758.9804,5598,aperiodic,
2454,"B2/S12478",0.042798,1.8771,-6177.1625,7436,aperiodic,
2455,"B2/S012478",0.036131,1.8709,-8850.8755,7125,periodic,12
2456,"B2/S3478",0.044412,1.8034,520.3203,5375,aperiodic,
2457,"B2/S03478",0.044546,1.8113,779.4739,5595,aperiodic,
2458,"B2/S13478",0.044778,1.8249,1093.6764,5933,aperiodic,
2459,"B2/S013478",0.044726,1.8311,1393.3529,6083,aperiodic,
2460,"B2/S23478",0.019033,1.8817,32020.7519,7727,periodic,12
2461,"B2/S023478",0.016661,1.8819,2376.0650,7771,aperiodic,
2462,"B2/S123478",0.012825,1.8793,88068.1899,7566,periodic,2
2463,"B2/S0123478",0.012825,1.8802,78273.6159,7585,periodic,2
2464,"B2/S578",0.043306,1.7114,-2159.6077,3609,aperiodic,
2465,"B2/S0578",0.043616,1.7331,-1526.8128,3993,aperiodic,
2466,"B2/S1578",0.043924,1.7613,-747.3805,4591,aperiodic,
2467,"B2/S01578",0.044131,1.7646,-388.9031,4626,aperiodic,
2468,"B2/S2578",0.044138,1.7814,-162.8755,4877,aperiodic,
2469,"B2/S02578",0.044233,1.7885,145.9479,5066,aperiodic,
2470,"B2/S12578",0.044470,1.8068,477.4739,5502,aperiodic,
2471,"B2/S012578",0.044597,1.8192,882.3203,5804,aperiodic,
2472,"B2/S3578",0.044031,1.7780,-255.5064,4762,aperiodic,
2473,"B2/S03578",0.044212,1.7893,80.3203,5025,aperiodic,
2474,"B2/S13578",0.044612,1.8130,808.2025,5600,aperiodic,
2475,"B2/S013578",0.044552,1.8190,1145.1667,5772,aperiodic,
2476,"B2/S23578",0.044777,1.8352,1346.1667,6118,aperiodic,
2477,"B2/S023578",0.044766,1.8401,1444.6601,6288,aperiodic,
2478,"B2/S123578",0.017777,1.8676,-8293.5811,7006,periodic,6
2479,"B2/S0123578",0.008047,1.8666,-17042.0324,6947,periodic,2
2480,"B2/S4578",0.043644,1.7408,-1277.4746,4050,aperiodic,
2481,"B2/S04578",0.043935,1.7635,-580.1429,4500,aperiodic,
2482,"B2/S14578",0.044222,1.7858,53.0487,5012,aperiodic,
2483,"B2/S014578",0.044453,1.8006,500.8301,5389,aperiodic,
2484,"B2/S24578",0.044556,1.8179,1075.7910,5745,aperiodic,
2485,"B2/S024578",0.044648,1.8213,1044.8301,5846,aperiodic,
2486,"B2/S124578",0.042454,1.8769,-5714.2094,7419,aperiodic,
2487,"B2/S0124578",0.034345,1.8705,-7730.3385,7114,periodic,120
2488,"B2/S34578",0.027445,1.9054,4099.9804,9043,aperiodic,
2489,"B2/S034578",0.029444,1.9052,4617.5979,9016,periodic,360
2490,"B2/S134578",0.024061,1.9034,4067.1504,8896,aperiodic,
2491,"B2/S0134578",0.024849,1.9014,3972.3203,8779,aperiodic,
2492,"B2/S234578",0.014452,1.8970,127618.5821,8491,periodic,4
2493,"B2/S0234578",0.003466,1.8955,34168.1439,8431,periodic,42
2494,"B2/S1234578",0.006931,1.8960,0.0000,8427,fixed,1
2495,"B2/S01234578",0.008959,1.8960,0.0000,8430,fixed,1
2496,"B2/S678",0.042997,1.6992,-2561.0857,3436,aperiodic,
2497,"B2/S0678",0.043380,1.7174,-2094.6877,3713,aperiodic,
2498,"B2/S1678",0.043812,1.7449,-1261.8555,4287,aperiodic,
2499,"B2/S01678",0.043925,1.7436,-1326.2626,4302,aperiodic,
2500,"B2/S2678",0.044000,1.7602,-653.1398,4482,aperiodic,
2501,"B2/S02678",0.044062,1.7684,-543.7034,4677,aperiodic,
2502,"B2/S12678",0.044276,1.7882,86.0033,5185,aperiodic,
2503,"B2/S012678",0.044316,1.7848,-131.1104,5106,aperiodic,
2504,"B2/S3678",0.043954,1.7724,-391.5756,4631,aperiodic,
2505,"B2/S03678",0.044104,1.7797,-145.1699,4831,aperiodic,
2506,"B2/S13678",0.044419,1.8003,387.0358,5326,aperiodic,
2507,"B2/S013678",0.044512,1.8069,813.9609,5488,aperiodic,
2508,"B2/S23678",0.044619,1.8276,1173.1667,5942,aperiodic,
2509,"B2/S023678",0.044679,1.8297,1195.0000,6001,aperiodic,
2510,"B2/S123678",0.019356,1.8693,-20716.2183,7090,periodic,2
2511,"B2/S0123678",0.016290,1.8682,-7819.0298,7028,periodic,60
2512,"B2/S4678",0.043557,1.7397,-1457.3064,4034,aperiodic,
2513,"B2/S04678",0.043895,1.7577,-865.9892,4389,aperiodic,
2514,"B2/S14678",0.044312,1.7876,-12.3724,5071,aperiodic,
2515,"B2/S014678",0.044347,1.7978,462.4739,5320,aperiodic,
2516,"B2/S24678",0.044374,1.8074,681.1699,5435,aperiodic,
2517,"B2/S024678",0.044566,1.8157,776.4902,5665,aperiodic,
2518,"B2/S124678",0.043163,1.8771,-6082.8116,7440,aperiodic,
2519,"B2/S0124678",0.034677,1.8691,-7016.8654,7054,periodic,72
2520,"B2/S34678",0.044413,1.8065,827.4707,5439,aperiodic,
2521,"B2/S034678",0.044514,1.8153,958.5357,5684,aperiodic,
2522,"B2/S134678",0.044774,1.8330,1310.6601,6161,aperiodic,
2523,"B2/S0134678",0.044766,1.8382,1493.3366,6301,aperiodic,
2524,"B2/S234678",0.018188,1.8824,20157.1792,7779,periodic,24
2525,"B2/S0234678",0.014979,1.8836,27510.3086,7830,periodic,12
2526,"B2/S1234678",0.011513,1.8783,109510.7683,7509,periodic,2
2527,"B2/S01234678",0.006931,1.8781,0.0000,7496,periodic,2
2528,"B2/S5678",0.043278,1.7088,-2067.2250,3584,aperiodic,
2529,"B2/S05678",0.043431,1.7371,-1452.0187,4056,aperiodic,
2530,"B2/S15678",0.043934,1.7557,-749.6180,4445,aperiodic,
2531,"B2/S015678",0.044161,1.7719,-377.3333,4803,aperiodic,
2532,"B2/S25678",0.044163,1.7825,-170.8301,4885,aperiodic,
2533,"B2/S025678",0.044268,1.7943,265.0000,5189,aperiodic,
2534,"B2/S125678",0.044614,1.8085,783.3007,5536,aperiodic,
2535,"B2/S0125678",0.044666,1.8186,986.6601,5786,aperiodic,
2536,"B2/S35678",0.044159,1.7845,-32.7942,4888,aperiodic,
2537,"B2/S035678",0.044314,1.8000,486.8105,5286,aperiodic,
2538,"B2/S135678",0.044546,1.8160,770.1504,5683,aperiodic,
2539,"B2/S0135678",0.044653,1.8248,1201.1667,5941,aperiodic,
2540,"B2/S235678",0.044738,1.8394,1613.8268,6256,aperiodic,
2541,"B2/S0235678",0.044713,1.8411,1398.4707,6312,aperiodic,
2542,"B2/S1235678",0.014722,1.8672,-9049.9012,7003,periodic,2
2543,"B2/S01235678",0.017170,1.8674,-10960.1002,6973,periodic,2
2544,"B2/S45678",0.043632,1.7451,-1067.5178,4163,aperiodic,
2545,"B2/S045678",0.044073,1.7799,-14.1862,4918,aperiodic,
2546,"B2/S145678",0.044524,1.8270,1321.9350,6245,aperiodic,
2547,"B2/S0145678",0.044639,1.8437,1969.3007,6788,aperiodic,
2548,"B2/S245678",0.044789,1.8357,1546.4902,6328,aperiodic,
2549,"B2/S0245678",0.044793,1.8456,1956.1667,6664,aperiodic,
2550,"B2/S1245678",0.043817,1.8830,-4443.8208,7732,aperiodic,
2551,"B2/S01245678",0.039995,1.8740,-3696.5654,7294,aperiodic,
2552,"B2/S345678",0.022609,1.9148,10636.5779,9564,periodic,180
2553,"B2/S0345678",0.019033,1.9146,4680.9804,9538,aperiodic,
2554,"B2/S1345678",0.019560,1.9128,61094.0839,9434,periodic,12
2555,"B2/S01345678",0.018444,1.9111,36634.4875,9321,periodic,36
2556,"B2/S2345678",0.010397,1.9047,202366.0150,8916,periodic,2
2557,"B2/S02345678",0.008959,1.9058,96252.9733,8977,periodic,12
2558,"B2/S12345678",0.005493,1.9080,0.0000,9094,fixed,1
2559,"B2/S012345678",0.008959,1.9079,0.0000,9088,fixed,1
2560,"B02/S",0.021719,1.9845,-7339.9796,15324,aperiodic,
2561,"B02/S0",0.031439,1.9437,-6780.6408,13219,aperiodic,
2562,"B02/S1",0.033939,1.8696,-7230.7849,10273,aperiodic,
2563,"B02/S01",0.033995,1.6677,-7323.1923,4518,aperiodic,
2564,"B02/S2",0.032315,1.4297,-7487.3090,2005,aperiodic,
2565,"B02/S02",0.017918,1.6197,-7055.7691,4155,aperiodic,
2566,"B02/S12",0.020794,1.4553,-6491.2542,2158,aperiodic,
2567,"B02/S012",0.026075,1.5503,-5451.1077,2693,aperiodic,
2568,"B02/S3",0.044477,1.6684,-6216.9455,4530,aperiodic,
2569,"B02/S03",0.040263,1.8641,-6791.9808,9811,aperiodic,
2570,"B02/S13",0.036002,1.6322,-7032.4142,4243,aperiodic,
2571,"B02/S013",0.026712,0.7007,-12353.8769,91,periodic,4
2572,"B02/S23",0.044674,1.8175,1031.1308,5759,aperiodic,
2573,"B02/S023",-10.000000,1.3826,-7330.3708,1584,aperiodic,
2574,"B02/S123",0.021242,1.8384,-2418.5250,6355,aperiodic,
2575,"B02/S0123",0.020127,1.8095,-7634.7652,5650,periodic,120
2576,"B02/S4",0.044266,1.7804,26.5130,4928,aperiodic,
2577,"B02/S04",0.044322,1.7972,480.2587,5349,aperiodic,
2578,"B02/S14",0.044584,1.8020,624.6439,5496,aperiodic,
2579,"B02/S014",0.044558,1.8105,837.9674,5701,aperiodic,
2580,"B02/S24",0.044555,1.8091,597.1504,5486,aperiodic,
2581,"B02/S024",0.044643,1.8173,982.3040,5756,aperiodic,
2582,"B02/S124",0.039921,1.8754,-7906.2129,7350,periodic,6
2583,"B02/S0124",0.034672,1.8693,-15576.8617,7066,periodic,8
2584,"B02/S34",0.044621,1.8231,1074.1504,5905,aperiodic,
2585,"B02/S034",0.044668,1.8213,1115.4902,5862,aperiodic,
2586,"B02/S134",0.044704,1.8323,1343.4902,6153,aperiodic,
2587,"B02/S0134",0.044787,1.8360,1586.5065,6199,aperiodic,
2588,"B02/S234",0.016290,1.8828,21253.0669,7762,periodic,12
2589,"B02/S0234",0.016479,1.8844,2157.7642,7842,aperiodic,
2590,"B02/S1234",0.015455,1.8793,65523.5103,7559,periodic,2
2591,"B02/S01234",0.011989,1.8783,64906.0356,7508,periodic,2
2592,"B02/S5",0.044217,1.7769,-294.6008,4940,aperiodic,
2593,"B02/S05",0.044301,1.7894,76.7068,5244,aperiodic,
2594,"B02/S15",0.044392,1.8029,636.6797,5581,aperiodic,
2595,"B02/S015",0.044474,1.7920,392.0852,5322,aperiodic,
2596,"B02/S25",0.044431,1.8072,619.4739,5552,aperiodic,
2597,"B02/S025",0.044451,1.7994,453.3690,5370,aperiodic,
2598,"B02/S125",0.044632,1.8245,1035.0000,5973,aperiodic,
2599,"B02/S0125",0.044820,1.8252,988.3040,5997,aperiodic,
2600,"B02/S35",0.044424,1.8093,649.1862,5515,aperiodic,
2601,"B02/S035",0.044464,1.8064,585.1862,5444,aperiodic,
2602,"B02/S135",0.044689,1.8211,1113.3366,5802,aperiodic,
2603,"B02/S0135",0.044655,1.8255,1270.5065,5959,aperiodic,
2604,"B02/S235",0.044695,1.8378,1533.1308,6207,aperiodic,
2605,"B02/S0235",0.044788,1.8455,1590.6243,6453,aperiodic,
2606,"B02/S1235",0.015223,1.8678,-10492.2737,7024,periodic,6
2607,"B02/S01235",0.013863,1.8672,-16757.8884,6973,periodic,2
2608,"B02/S45",0.044424,1.7933,424.8009,5201,aperiodic,
2609,"B02/S045",0.044408,1.8052,532.7975,5530,aperiodic,
2610,"B02/S145",0.044574,1.8132,841.8138,5726,aperiodic,
2611,"B02/S0145",0.044646,1.8206,1106.8755,5943,aperiodic,
2612,"B02/S245",0.044645,1.8279,1282.9804,6026,aperiodic,
2613,"B02/S0245",0.044682,1.8288,1252.3007,6047,aperiodic,
2614,"B02/S1245",0.038084,1.8752,-6654.8062,7337,periodic,60
2615,"B02/S01245",0.030764,1.8689,-4505.8697,7035,aperiodic,
2616,"B02/S345",0.025937,1.9050,4167.9804,9006,aperiodic,
2617,"B02/S0345",0.024672,1.9051,4073.6406,8991,aperiodic,
2618,"B02/S1345",0.025560,1.9039,4088.9772,8917,aperiodic,
2619,"B02/S01345",0.026365,1.9026,11965.7264,8820,periodic,60
2620,"B02/S2345",0.013863,1.8950,25403.3620,8404,periodic,60
2621,"B02/S02345",0.009730,1.8958,88250.9386,8431,periodic,6
2622,"B02/S12345",0.005493,1.8935,0.0000,8290,fixed,1
2623,"B02/S012345",0.009730,1.8933,0.0000,8273,fixed,1
2624,"B02/S6",0.044280,1.7699,-530.8534,4904,aperiodic,
2625,"B02/S06",0.044294,1.7762,-289.3655,5054,aperiodic,
2626,"B02/S16",0.044477,1.7849,27.4088,5277,aperiodic,
2627,"B02/S016",0.044489,1.7875,14.7143,5348,aperiodic,
2628,"B02/S26",0.044483,1.7891,160.6641,5216,aperiodic,
2629,"B02/S026",0.044440,1.8049,769.7392,5604,aperiodic,
2630,"B02/S126",0.044648,1.8130,1075.1051,5850,aperiodic,
2631,"B02/S0126",0.044705,1.8127,808.5658,5851,aperiodic,
2632,"B02/S36",0.044270,1.7987,373.3399,5279,aperiodic,
2633,"B02/S036",0.044404,1.7998,500.7286,5333,aperiodic,
2634,"B02/S136",0.044475,1.8105,784.4707,5584,aperiodic,
2635,"B02/S0136",0.044693,1.8175,920.0163,5796,aperiodic,
2636,"B02/S236",0.044670,1.8277,1069.8105,5943,aperiodic,
2637,"B02/S0236",0.044687,1.8329,1317.6601,6105,aperiodic,
2638,"B02/S1236",0.015455,1.8699,-12380.6680,7122,periodic,30
2639,"B02/S01236",0.015455,1.8690,-15943.8144,7057,periodic,12
2640,"B02/S46",0.044331,1.7875,129.6797,5091,aperiodic,
2641,"B02/S046",0.044327,1.7950,382.6764,5286,aperiodic,
2642,"B02/S146",0.044440,1.8088,785.1341,5618,aperiodic,
2643,"B02/S0146",0.044599,1.8034,584.9674,5497,aperiodic,
2644,"B02/S246",0.044627,1.8150,858.3561,5683,aperiodic,
2645,"B02/S0246",0.044626,1.8264,1252.3203,6007,aperiodic,
2646,"B02/S1246",0.039270,1.8754,-7870.4398,7357,periodic,120
2647,"B02/S01246",0.032833,1.8680,-5029.6753,7005,aperiodic,
2648,"B02/S346",0.044663,1.8240,1204.3203,5911,aperiodic,
2649,"B02/S0346",0.044770,1.8288,1231.6601,6059,aperiodic,
2650,"B02/S1346",0.044868,1.8356,1434.9804,6202,aperiodic,
2651,"B02/S01346",0.044816,1.8386,1581.3366,6329,aperiodic,
2652,"B02/S2346",0.015677,1.8822,13080.7189,7752,periodic,60
2653,"B02/S02346",0.014722,1.8841,9676.6539,7829,periodic,84
2654,"B02/S12346",0.013195,1.8775,71237.8625,7480,periodic,6
2655,"B02/S012346",0.014166,1.8764,94391.6666,7428,periodic,2
2656,"B02/S56",0.044329,1.7799,-125.1139,5046,aperiodic,
2657,"B02/S056",0.044376,1.7872,170.6113,5245,aperiodic,
2658,"B02/S156",0.044429,1.8009,579.0000,5513,aperiodic,
2659,"B02/S0156",0.044586,1.8008,422.4643,5530,aperiodic,
2660,"B02/S256",0.044485,1.8082,767.4902,5574,aperiodic,
2661,"B02/S0256",0.044555,1.8124,890.8138,5723,aperiodic,
2662,"B02/S1256",0.044740,1.8279,831.9350,6103,aperiodic,
2663,"B02/S01256",0.044745,1.8493,337.3938,6667,aperiodic,
2664,"B02/S356",0.044364,1.8122,934.1862,5639,aperiodic,
2665,"B02/S0356",0.044571,1.8153,1043.6569,5720,aperiodic,
2666,"B02/S1356",0.044686,1.8213,1048.4902,5847,aperiodic,
2667,"B02/S01356",0.044738,1.8291,1254.3203,6084,aperiodic,
2668,"B02/S2356",0.044747,1.8389,1576.9609,6269,aperiodic,
2669,"B02/S02356",0.044838,1.8468,1760.8755,6506,aperiodic,
2670,"B02/S12356",0.017006,1.8690,-6245.6057,7068,periodic,30
2671,"B02/S012356",0.013195,1.8667,-15670.6839,6958,periodic,4
2672,"B02/S456",0.044544,1.8091,781.6764,5654,aperiodic,
2673,"B02/S0456",0.044552,1.8148,1005.3203,5834,aperiodic,
2674,"B02/S1456",0.044698,1.8222,1221.3203,5998,aperiodic,
2675,"B02/S01456",0.044754,1.8278,1324.6601,6161,aperiodic,
2676,"B02/S2456",0.044846,1.8377,1627.3203,6385,aperiodic,
2677,"B02/S02456",0.044822,1.8420,2052.1308,6518,aperiodic,
2678,"B02/S12456",0.042532,1.8799,-7637.1460,7565,periodic,12
2679,"B02/S012456",0.037574,1.8719,-4503.9266,7174,aperiodic,
2680,"B02/S3456",0.017483,1.9124,4611.8464,9416,aperiodic,
2681,"B02/S03456",0.015455,1.9134,4748.8105,9483,aperiodic,
2682,"B02/S13456",0.016661,1.9102,24192.9310,9270,periodic,60
2683,"B02/S013456",0.015455,1.9091,41743.4955,9199,periodic,24
2684,"B02/S23456",0.010397,1.9032,153088.4904,8839,periodic,4
2685,"B02/S023456",0.005493,1.9044,66854.5234,8911,periodic,24
2686,"B02/S123456",0.005493,1.9036,0.0000,8833,fixed,1
2687,"B02/S0123456",0.005493,1.9045,0.0000,8900,fixed,1
2688,"B02/S7",0.044232,1.7726,-318.4668,5026,aperiodic,
2689,"B02/S07",0.044344,1.7847,-321.4090,5380,aperiodic,
2690,"B02/S17",0.044506,1.7920,36.1505,5600,aperiodic,
2691,"B02/S017",0.044595,1.7953,99.8430,5706,aperiodic,
2692,"B02/S27",0.044449,1.7853,66.4154,5255,aperiodic,
2693,"B02/S027",0.044539,1.8041,616.8579,5755,aperiodic,
2694,"B02/S127",0.044535,1.7977,172.5137,5608,aperiodic,
2695,"B02/S0127",0.044166,1.8115,617.3371,6032,aperiodic,
2696,"B02/S37",0.044375,1.7900,251.4739,5110,aperiodic,
2697,"B02/S037",0.044401,1.7920,119.1277,5208,aperiodic,
2698,"B02/S137",0.044433,1.8111,761.5790,5680,aperiodic,
2699,"B02/S0137",0.044501,1.8149,906.6276,5860,aperiodic,
2700,"B02/S237",0.044610,1.8275,1207.4902,6007,aperiodic,
2701,"B02/S0237",0.044697,1.8250,1043.8301,5950,aperiodic,
2702,"B02/S1237",0.024181,1.8719,-21345.7376,7197,periodic,12
2703,"B02/S01237",0.020948,1.8688,-20620.4066,7064,periodic,4
2704,"B02/S47",0.044164,1.7865,185.1341,5091,aperiodic,
2705,"B02/S047",0.044383,1.7934,419.4643,5246,aperiodic,
2706,"B02/S147",0.044558,1.8030,636.3399,5471,aperiodic,
2707,"B02/S0147",0.044509,1.8051,868.1408,5544,aperiodic,
2708,"B02/S247",0.044559,1.8185,987.5715,5715,aperiodic,
2709,"B02/S0247",0.044670,1.8214,1075.5424,5881,aperiodic,
2710,"B02/S1247",0.040934,1.8770,-10521.0610,7417,periodic,6
2711,"B02/S01247",0.033047,1.8704,-10977.3837,7103,periodic,60
2712,"B02/S347",0.044640,1.8265,1234.9804,5980,aperiodic,
2713,"B02/S0347",0.044678,1.8268,1233.6406,6001,aperiodic,
2714,"B02/S1347",0.044703,1.8341,1379.9804,6171,aperiodic,
2715,"B02/S01347",0.044762,1.8358,1348.6764,6228,aperiodic,
2716,"B02/S2347",0.016661,1.8831,28757.6650,7779,periodic,12
2717,"B02/S02347",0.015223,1.8834,8835.2947,7803,periodic,84
2718,"B02/S12347",0.010986,1.8780,78673.3537,7493,periodic,2
2719,"B02/S012347",0.011513,1.8779,85250.9775,7483,periodic,2
2720,"B02/S57",0.044156,1.7824,-85.9357,5080,aperiodic,
2721,"B02/S057",0.044267,1.7864,41.2910,5224,aperiodic,
2722,"B02/S157",0.044461,1.8008,366.3236,5526,aperiodic,
2723,"B02/S0157",0.044530,1.8043,691.2310,5595,aperiodic,
2724,"B02/S257",0.044546,1.8013,626.6797,5415,aperiodic,
2725,"B02/S0257",0.044501,1.8092,854.4381,5593,aperiodic,
2726,"B02/S1257",0.044633,1.8239,997.1245,5950,aperiodic,
2727,"B02/S01257",0.044755,1.8344,1209.6601,6273,aperiodic,
2728,"B02/S357",0.044415,1.8022,666.6764,5344,aperiodic,
2729,"B02/S0357",0.044529,1.8086,562.1504,5531,aperiodic,
2730,"B02/S1357",0.044579,1.8218,918.4902,5837,aperiodic,
2731,"B02/S01357",0.044731,1.8285,1270.6764,6027,aperiodic,
