rule_id,rule_string,lambda,D,gamma,population,classification,period
1967,"B01/S0123578",0.000000,1.8346,16718.9475,5821,periodic,2
1968,"B01/S4578",0.044625,1.8357,808.8372,6711,aperiodic,
1969,"B01/S04578",0.044640,1.8334,1018.5332,6711,aperiodic,
1970,"B01/S14578",0.044595,1.8274,1149.1440,6328,aperiodic,
1971,"B01/S014578",0.040928,1.8040,-5573.9821,4722,periodic,180
1972,"B01/S24578",0.044557,1.8219,1108.0196,6073,aperiodic,
1973,"B01/S024578",0.044629,1.8168,918.0000,5832,aperiodic,
1974,"B01/S124578",0.018921,1.8383,-1841.6959,5930,periodic,312
1975,"B01/S0124578",0.006931,1.8216,-25220.8872,5334,periodic,12
1976,"B01/S34578",0.024142,1.8674,857.0782,7402,aperiodic,
1977,"B01/S034578",0.024779,1.8673,664.6968,7307,aperiodic,
1978,"B01/S134578",0.024061,1.8700,1512.9383,7342,aperiodic,
1979,"B01/S0134578",0.020472,1.8528,745.0850,6471,periodic,180
1980,"B01/S234578",0.008959,1.8782,72271.5868,7631,periodic,4
1981,"B01/S0234578",0.008047,1.8744,50281.5500,7489,periodic,12
1982,"B01/S1234578",0.008047,1.8692,0.0000,7189,periodic,2
1983,"B01/S01234578",0.000000,1.8702,0.0000,7209,fixed,1
1984,"B01/S678",0.044652,1.8048,-448.1007,6164,aperiodic,
1985,"B01/S0678",-10.000000,1.8019,-441.1641,6075,aperiodic,
1986,"B01/S1678",0.044759,1.8109,271.9857,6237,aperiodic,
1987,"B01/S01678",0.044829,1.8089,104.2722,6186,aperiodic,
1988,"B01/S2678",0.044681,1.7985,331.2388,5722,aperiodic,
1989,"B01/S02678",0.044654,1.8063,346.3796,5902,aperiodic,
1990,"B01/S12678",0.028618,1.8348,-4896.1236,5912,periodic,120
1991,"B01/S012678",0.020794,1.8179,-7570.5426,5334,periodic,60
1992,"B01/S3678",0.044599,1.8047,294.8366,5821,aperiodic,
1993,"B01/S03678",0.044641,1.8078,709.7683,5899,aperiodic,
1994,"B01/S13678",0.044525,1.8101,730.6960,5674,aperiodic,
1995,"B01/S013678",0.025560,1.8022,-4270.2511,4683,aperiodic,
1996,"B01/S23678",0.044029,1.8558,628.1114,6718,aperiodic,
1997,"B01/S023678",0.039479,1.8557,653.2747,6640,aperiodic,
1998,"B01/S123678",0.008047,1.8433,10597.2724,6127,periodic,6
1999,"B01/S0123678",0.006931,1.8336,4702.9243,5774,periodic,2
2000,"B01/S4678",0.044684,1.8076,485.4317,5987,aperiodic,
2001,"B01/S04678",0.044662,1.8183,675.8765,6268,aperiodic,
2002,"B01/S14678",0.044585,1.8069,669.6797,5762,aperiodic,
2003,"B01/S014678",0.043806,1.8008,-5126.5866,4603,aperiodic,
2004,"B01/S24678",0.044568,1.8058,649.1699,5655,aperiodic,
2005,"B01/S024678",0.044543,1.8108,621.1862,5698,aperiodic,
2006,"B01/S124678",0.021023,1.8391,-19674.5336,5947,periodic,12
2007,"B01/S0124678",0.008047,1.8206,-26949.9104,5291,periodic,12
2008,"B01/S34678",0.035392,1.8451,-1588.0017,6542,aperiodic,
2009,"B01/S034678",0.035972,1.8444,-2057.3223,6462,aperiodic,
2010,"B01/S134678",0.039056,1.8521,-912.6242,6596,aperiodic,
2011,"B01/S0134678",0.022034,1.8322,-1941.2486,5656,periodic,360
2012,"B01/S234678",0.013540,1.8668,2289.0317,7153,periodic,420
2013,"B01/S0234678",0.013540,1.8641,6456.4157,7001,periodic,120
2014,"B01/S1234678",-10.000000,1.8564,89256.5412,6653,periodic,2
2015,"B01/S01234678",0.005493,1.8526,0.0000,6491,fixed,1
2016,"B01/S5678",-10.000000,1.8272,1200.9578,6618,aperiodic,
2017,"B01/S05678",0.044898,1.8145,236.3179,6313,aperiodic,
2018,"B01/S15678",0.044799,1.8254,967.6993,6523,aperiodic,
2019,"B01/S015678",0.044751,1.8241,852.3481,6410,aperiodic,
2020,"B01/S25678",0.044714,1.8139,851.2944,5999,aperiodic,
2021,"B01/S025678",0.044718,1.8260,856.4935,6354,aperiodic,
2022,"B01/S125678",0.022822,1.8394,-12900.3095,6016,periodic,12
2023,"B01/S0125678",0.018921,1.8233,-9356.3721,5411,periodic,60
2024,"B01/S35678",0.044829,1.8267,1209.5098,6378,aperiodic,
2025,"B01/S035678",0.044885,1.8304,1147.8692,6468,aperiodic,
2026,"B01/S135678",0.044730,1.8171,1143.7618,5845,aperiodic,
2027,"B01/S0135678",0.027726,1.8058,-3863.9158,4804,aperiodic,
2028,"B01/S235678",0.035114,1.8585,1139.5130,6808,aperiodic,
2029,"B01/S0235678",0.032431,1.8572,857.5130,6703,aperiodic,
2030,"B01/S1235678",0.011513,1.8436,13896.6015,6136,periodic,6
2031,"B01/S01235678",0.005493,1.8350,6037.4686,5829,periodic,2
2032,"B01/S45678",-10.000000,1.9253,2153.0896,10528,aperiodic,
2033,"B01/S045678",0.026541,1.9215,2234.1276,10292,aperiodic,
2034,"B01/S145678",0.026020,1.9125,2351.4316,9671,aperiodic,
2035,"B01/S0145678",0.027424,1.8843,952.6677,8019,aperiodic,
2036,"B01/S245678",0.039481,1.9063,2298.9252,9282,aperiodic,
2037,"B01/S0245678",0.040167,1.9060,2267.3829,9227,aperiodic,
2038,"B01/S1245678",0.022330,1.8486,-1333.7348,6343,periodic,132
2039,"B01/S01245678",0.013863,1.8339,-622.8809,5786,periodic,420
2040,"B01/S345678",0.016290,1.9015,50178.1955,9080,periodic,12
2041,"B01/S0345678",0.013540,1.9022,11157.0193,9060,periodic,120
2042,"B01/S1345678",0.003466,1.8921,9893.4658,8428,periodic,120
2043,"B01/S01345678",0.014452,1.8830,7021.8970,7904,periodic,180
2044,"B01/S2345678",0.011513,1.8926,84031.8237,8366,periodic,12
2045,"B01/S02345678",0.011989,1.8884,54257.7492,8147,periodic,12
2046,"B01/S12345678",0.000000,1.8812,0.0000,7772,periodic,2
2047,"B01/S012345678",0.006931,1.8825,0.0000,7823,fixed,1
2048,"B2/S",0.043135,1.6928,-2869.5848,3369,aperiodic,
2049,"B2/S0",0.043116,1.7106,-2080.1784,3664,aperiodic,
2050,"B2/S1",0.043674,1.7237,-1747.1876,3967,aperiodic,
2051,"B2/S01",0.043645,1.7251,-1632.7035,4003,aperiodic,
2052,"B2/S2",0.043876,1.7552,-948.6725,4411,aperiodic,
2053,"B2/S02",0.043935,1.7540,-912.9173,4439,aperiodic,
2054,"B2/S12",0.044065,1.7606,-786.6298,4625,aperiodic,
2055,"B2/S012",0.044132,1.7587,-816.4071,4605,aperiodic,
2056,"B2/S3",0.043903,1.7677,-741.9567,4546,aperiodic,
2057,"B2/S03",0.044092,1.7737,-319.2025,4711,aperiodic,
2058,"B2/S13",0.044270,1.7882,121.9770,5053,aperiodic,
2059,"B2/S013",0.044364,1.8028,609.6797,5409,aperiodic,
2060,"B2/S23",0.044639,1.8179,785.1504,5705,aperiodic,
2061,"B2/S023",0.044637,1.8194,937.8105,5720,aperiodic,
2062,"B2/S123",0.020948,1.8709,-7176.6170,7153,periodic,60
2063,"B2/S0123",0.018688,1.8696,-17514.5129,7075,periodic,12
2064,"B2/S4",0.043513,1.7323,-1581.6472,3901,aperiodic,
2065,"B2/S04",0.043873,1.7590,-904.0348,4416,aperiodic,
2066,"B2/S14",0.044205,1.7748,-371.0950,4767,aperiodic,
2067,"B2/S014",0.044267,1.7894,89.8659,5122,aperiodic,
2068,"B2/S24",0.044326,1.8009,472.4902,5313,aperiodic,
2069,"B2/S024",0.044510,1.8086,685.4902,5477,aperiodic,
2070,"B2/S124",0.043007,1.8792,-6271.7287,7527,aperiodic,
2071,"B2/S0124",0.039372,1.8696,-9254.3967,7085,periodic,12
2072,"B2/S34",0.044375,1.8029,638.8105,5380,aperiodic,
2073,"B2/S034",0.044530,1.8079,804.9609,5460,aperiodic,
2074,"B2/S134",0.044638,1.8331,1406.6406,6138,aperiodic,
2075,"B2/S0134",0.044773,1.8322,1351.1504,6082,aperiodic,
2076,"B2/S234",0.019143,1.8827,31989.0470,7779,periodic,12
2077,"B2/S0234",0.020215,1.8839,2398.3040,7825,aperiodic,
2078,"B2/S1234",0.013195,1.8806,107225.4888,7620,periodic,2
2079,"B2/S01234",0.012425,1.8791,84195.7847,7546,periodic,2
2080,"B2/S5",0.043107,1.7109,-2103.7833,3613,aperiodic,
2081,"B2/S05",0.043556,1.7329,-1530.2408,3961,aperiodic,
2082,"B2/S15",0.043888,1.7587,-537.7591,4544,aperiodic,
2083,"B2/S015",0.044007,1.7694,-512.1830,4755,aperiodic,
2084,"B2/S25",0.044089,1.7813,-180.7814,4862,aperiodic,
2085,"B2/S025",0.044322,1.7870,78.5909,5026,aperiodic,
2086,"B2/S125",0.044495,1.8074,563.4902,5505,aperiodic,
2087,"B2/S0125",0.044568,1.8190,896.4739,5811,aperiodic,
2088,"B2/S35",0.044106,1.7823,-194.1504,4826,aperiodic,
2089,"B2/S035",0.044298,1.7925,78.8496,5109,aperiodic,
2090,"B2/S135",0.044471,1.8115,652.0163,5568,aperiodic,
2091,"B2/S0135",0.044569,1.8191,934.6764,5793,aperiodic,
2092,"B2/S235",0.044737,1.8353,1267.1504,6150,aperiodic,
2093,"B2/S0235",0.044809,1.8375,1331.7942,6169,aperiodic,
2094,"B2/S1235",0.019459,1.8682,-4772.8679,7029,periodic,20
2095,"B2/S01235",0.011513,1.8674,-9001.3318,6982,periodic,2
2096,"B2/S45",0.043616,1.7420,-1361.1237,4059,aperiodic,
2097,"B2/S045",0.043841,1.7657,-656.1471,4556,aperiodic,
2098,"B2/S145",0.044130,1.7892,-80.0163,5082,aperiodic,
2099,"B2/S0145",0.044402,1.8016,534.3040,5392,aperiodic,
2100,"B2/S245",0.044532,1.8171,993.9804,5702,aperiodic,
2101,"B2/S0245",0.044727,1.8225,1115.1504,5879,aperiodic,
2102,"B2/S1245",0.041778,1.8759,-5635.9735,7381,aperiodic,
2103,"B2/S01245",0.032958,1.8693,-4725.4637,7061,aperiodic,
2104,"B2/S345",0.030019,1.9040,4010.6927,8969,aperiodic,
2105,"B2/S0345",0.030296,1.9048,3942.4902,9005,aperiodic,
2106,"B2/S1345",0.020872,1.9032,4058.8464,8868,aperiodic,
2107,"B2/S01345",0.028683,1.9013,14028.1503,8755,periodic,60
2108,"B2/S2345",0.014722,1.8952,93720.1511,8416,periodic,4
2109,"B2/S02345",0.006931,1.8959,84003.5804,8455,periodic,12
2110,"B2/S12345",0.003466,1.8947,0.0000,8370,fixed,1
2111,"B2/S012345",0.008959,1.8948,0.0000,8363,fixed,1
2112,"B2/S6",0.043007,1.7025,-2377.3262,3490,aperiodic,
2113,"B2/S06",-10.000000,1.7261,-1522.4959,3879,aperiodic,
2114,"B2/S16",0.043859,1.7415,-1367.6931,4235,aperiodic,
2115,"B2/S016",0.043781,1.7495,-951.4399,4403,aperiodic,
2116,"B2/S26",0.043965,1.7596,-722.6343,4520,aperiodic,
2117,"B2/S026",0.044099,1.7700,-429.5912,4716,aperiodic,
2118,"B2/S126",0.044265,1.7857,29.8585,5077,aperiodic,
2119,"B2/S0126",0.044311,1.7832,-69.9911,5033,aperiodic,
2120,"B2/S36",0.043980,1.7711,-379.1667,4589,aperiodic,
2121,"B2/S036",0.044242,1.7850,-84.4707,4942,aperiodic,
2122,"B2/S136",0.044423,1.8030,440.9642,5404,aperiodic,
2123,"B2/S0136",0.044385,1.8125,802.8105,5634,aperiodic,
2124,"B2/S236",0.044601,1.8261,1352.1667,5886,aperiodic,
2125,"B2/S0236",0.044676,1.8262,1149.6764,5884,aperiodic,
2126,"B2/S1236",0.020037,1.8698,-17280.2674,7105,periodic,6
2127,"B2/S01236",0.018444,1.8690,-18364.5811,7047,periodic,6
2128,"B2/S46",0.043493,1.7377,-1339.8147,4008,aperiodic,
2129,"B2/S046",0.043829,1.7579,-773.7545,4406,aperiodic,
2130,"B2/S146",0.044253,1.7836,72.6106,4966,aperiodic,
2131,"B2/S0146",0.044286,1.7902,102.1699,5131,aperiodic,
2132,"B2/S246",0.044514,1.8051,534.8464,5357,aperiodic,
2133,"B2/S0246",0.044518,1.8167,926.4902,5712,aperiodic,
2134,"B2/S1246",0.043133,1.8776,-5985.4927,7467,aperiodic,
2135,"B2/S01246",0.036414,1.8697,-5201.6887,7089,aperiodic,
2136,"B2/S346",0.044472,1.8028,514.4902,5366,aperiodic,
2137,"B2/S0346",0.044525,1.8082,531.3366,5480,aperiodic,
2138,"B2/S1346",0.044726,1.8308,1415.3007,6077,aperiodic,
2139,"B2/S01346",0.044756,1.8372,1549.6927,6267,aperiodic,
2140,"B2/S2346",0.019251,1.8823,28302.7711,7770,periodic,8
2141,"B2/S02346",0.013540,1.8834,8401.0942,7813,periodic,120
2142,"B2/S12346",0.010397,1.8795,112833.0075,7559,periodic,2
2143,"B2/S012346",0.003466,1.8786,0.0000,7524,periodic,2
2144,"B2/S56",0.043238,1.7131,-2159.8814,3634,aperiodic,
2145,"B2/S056",0.043532,1.7378,-1415.5941,4052,aperiodic,
2146,"B2/S156",0.043870,1.7607,-615.7644,4556,aperiodic,
2147,"B2/S0156",0.044014,1.7692,-534.4342,4744,aperiodic,
2148,"B2/S256",0.044153,1.7855,110.3399,4961,aperiodic,
2149,"B2/S0256",0.044338,1.7949,416.8464,5207,aperiodic,
2150,"B2/S1256",0.044508,1.8097,685.0000,5564,aperiodic,
2151,"B2/S01256",0.044591,1.8173,802.5098,5767,aperiodic,
2152,"B2/S356",0.044069,1.7793,-253.9114,4782,aperiodic,
2153,"B2/S0356",0.044304,1.7923,260.6601,5113,aperiodic,
2154,"B2/S1356",0.044508,1.8187,871.3366,5708,aperiodic,
2155,"B2/S01356",0.044659,1.8247,1267.9804,5953,aperiodic,
2156,"B2/S2356",0.044733,1.8410,1476.8464,6326,aperiodic,
2157,"B2/S02356",0.044837,1.8399,1466.1667,6276,aperiodic,
2158,"B2/S12356",0.013195,1.8681,-9646.3067,7039,periodic,2
2159,"B2/S012356",0.017632,1.8667,-13836.5786,6956,periodic,4
2160,"B2/S456",0.043667,1.7373,-1421.5016,4028,aperiodic,
2161,"B2/S0456",0.043997,1.7687,-456.6927,4649,aperiodic,
2162,"B2/S1456",0.044422,1.7989,450.0196,5346,aperiodic,
2163,"B2/S01456",0.044444,1.8101,664.8138,5657,aperiodic,
2164,"B2/S2456",0.044727,1.8279,1322.6406,6041,aperiodic,
2165,"B2/S02456",0.044729,1.8365,1704.3170,6344,aperiodic,
2166,"B2/S12456",0.043170,1.8784,-5751.9108,7497,aperiodic,
2167,"B2/S012456",0.039966,1.8719,-4868.1475,7185,aperiodic,
2168,"B2/S3456",0.022925,1.9125,4672.1504,9456,aperiodic,
2169,"B2/S03456",0.018444,1.9131,4576.8105,9476,aperiodic,
2170,"B2/S13456",0.020037,1.9099,4834.9782,9251,periodic,420
2171,"B2/S013456",0.018188,1.9093,4416.6406,9197,aperiodic,
2172,"B2/S23456",0.011513,1.9030,164721.6792,8838,periodic,4
2173,"B2/S023456",0.008959,1.9032,182682.5588,8843,periodic,4
2174,"B2/S123456",0.008047,1.9053,0.0000,8940,fixed,1
2175,"B2/S0123456",0.010397,1.9047,0.0000,8925,fixed,1
2176,"B2/S7",0.043066,1.7030,-2366.9462,3518,aperiodic,
2177,"B2/S07",0.043290,1.7071,-2123.9176,3597,aperiodic,
2178,"B2/S17",0.043632,1.7389,-1389.0127,4216,aperiodic,
2179,"B2/S017",0.043476,1.7408,-1360.6528,4284,aperiodic,
2180,"B2/S27",0.043866,1.7596,-757.1302,4490,aperiodic,
2181,"B2/S027",0.044012,1.7627,-808.7719,4578,aperiodic,
2182,"B2/S127",0.044075,1.7671,-338.9827,4762,aperiodic,
2183,"B2/S0127",-10.000000,1.7707,-364.3910,4852,aperiodic,
2184,"B2/S37",0.043919,1.7686,-387.1862,4561,aperiodic,
2185,"B2/S037",0.044098,1.7794,-26.4902,4842,aperiodic,
2186,"B2/S137",0.044315,1.7971,204.1536,5226,aperiodic,
2187,"B2/S0137",0.044423,1.7925,125.6276,5184,aperiodic,
2188,"B2/S237",0.044650,1.8156,870.1504,5653,aperiodic,
2189,"B2/S0237",0.044609,1.8244,1116.0000,5866,aperiodic,
2190,"B2/S1237",0.016479,1.8713,-14284.9026,7167,periodic,12
2191,"B2/S01237",0.017918,1.8702,-17363.3364,7107,periodic,12
2192,"B2/S47",0.043567,1.7345,-1498.3877,3977,aperiodic,
2193,"B2/S047",0.043844,1.7604,-795.3164,4467,aperiodic,
2194,"B2/S147",0.044127,1.7789,-213.6569,4850,aperiodic,
2195,"B2/S0147",0.044270,1.7931,200.3399,5152,aperiodic,
2196,"B2/S247",0.044368,1.7987,432.8301,5236,aperiodic,
2197,"B2/S0247",0.044490,1.8122,866.3007,5583,aperiodic,
2198,"B2/S1247",0.043736,1.8771,-5880.6281,7439,aperiodic,
2199,"B2/S01247",0.036879,1.8688,-8377.7188,7037,periodic,12
2200,"B2/S347",0.044353,1.8027,478.7942,5355,aperiodic,
2201,"B2/S0347",0.044532,1.8124,753.8464,5606,aperiodic,
2202,"B2/S1347",0.044662,1.8313,1312.9804,6115,aperiodic,
2203,"B2/S01347",0.044793,1.8296,1261.3203,6037,aperiodic,
2204,"B2/S2347",0.010397,1.8825,29588.0535,7767,periodic,8
2205,"B2/S02347",0.016479,1.8831,4463.2902,7796,periodic,240
2206,"B2/S12347",0.010986,1.8794,87365.0685,7560,periodic,2
2207,"B2/S012347",0.012425,1.8792,80904.9600,7542,periodic,2
2208,"B2/S57",0.043195,1.7073,-2386.4752,3540,aperiodic,
2209,"B2/S057",0.043560,1.7397,-1216.6787,4132,aperiodic,
2210,"B2/S157",0.043989,1.7585,-644.0713,4533,aperiodic,
2211,"B2/S0157",0.044011,1.7612,-872.1072,4584,aperiodic,
2212,"B2/S257",0.044159,1.7815,11.1699,4877,aperiodic,
2213,"B2/S0257",0.044232,1.7884,143.1373,5074,aperiodic,
2214,"B2/S1257",0.044477,1.8119,903.6569,5644,aperiodic,
2215,"B2/S01257",0.044550,1.8223,865.4902,5889,aperiodic,
2216,"B2/S357",0.044089,1.7798,-133.2749,4772,aperiodic,
2217,"B2/S0357",0.044245,1.7892,125.9479,5060,aperiodic,
2218,"B2/S1357",0.044512,1.8153,843.5552,5666,aperiodic,
2219,"B2/S01357",0.044611,1.8176,1025.4902,5742,aperiodic,
2220,"B2/S2357",0.044698,1.8368,1354.8464,6193,aperiodic,
2221,"B2/S02357",0.044747,1.8396,1235.4902,6251,aperiodic,
2222,"B2/S12357",0.015890,1.8669,-11099.5675,6977,periodic,10
2223,"B2/S012357",0.015455,1.8669,-9047.0466,6973,periodic,2
2224,"B2/S457",0.043588,1.7473,-1137.3618,4213,aperiodic,
2225,"B2/S0457",0.043976,1.7655,-570.1763,4559,aperiodic,
2226,"B2/S1457",0.044255,1.7895,151.8138,5099,aperiodic,
2227,"B2/S01457",0.044404,1.8007,445.3040,5399,aperiodic,
2228,"B2/S2457",0.044571,1.8179,1168.8105,5767,aperiodic,
2229,"B2/S02457",0.044529,1.8201,941.4902,5819,aperiodic,
2230,"B2/S12457",0.041688,1.8773,-5948.5531,7438,aperiodic,
2231,"B2/S012457",0.032292,1.8709,-5318.8212,7132,aperiodic,
2232,"B2/S3457",0.029203,1.9061,3934.6764,9047,aperiodic,
2233,"B2/S03457",0.025824,1.9052,3954.1504,9027,aperiodic,
2234,"B2/S13457",0.026783,1.9035,4072.6305,8892,periodic,360
2235,"B2/S013457",0.025937,1.9019,3912.1504,8794,aperiodic,
2236,"B2/S23457",0.008959,1.8974,125738.8890,8512,periodic,4
2237,"B2/S023457",0.005493,1.8963,60729.3233,8467,periodic,12
2238,"B2/S123457",0.006931,1.8962,0.0000,8437,fixed,1
2239,"B2/S0123457",0.003466,1.8953,0.0000,8375,fixed,1
2240,"B2/S67",0.043063,1.7069,-2490.9397,3567,aperiodic,
2241,"B2/S067",0.043271,1.7251,-1653.1811,3891,aperiodic,
2242,"B2/S167",0.043687,1.7497,-1042.5717,4359,aperiodic,
2243,"B2/S0167",0.043941,1.7494,-1227.0031,4377,aperiodic,
2244,"B2/S267",0.044037,1.7716,-300.7869,4691,aperiodic,
2245,"B2/S0267",0.044077,1.7672,-344.2351,4659,aperiodic,
2246,"B2/S1267",0.044178,1.7824,45.0447,5028,aperiodic,
2247,"B2/S01267",0.044335,1.7899,355.4739,5227,aperiodic,
2248,"B2/S367",0.044035,1.7711,-434.9642,4574,aperiodic,
2249,"B2/S0367",0.044144,1.7794,16.3236,4825,aperiodic,
2250,"B2/S1367",0.044418,1.7990,387.8301,5247,aperiodic,
2251,"B2/S01367",0.044543,1.8064,751.7942,5510,aperiodic,
2252,"B2/S2367",0.044682,1.8281,1120.9804,5954,aperiodic,
2253,"B2/S02367",0.044712,1.8263,1049.0163,5901,aperiodic,
2254,"B2/S12367",0.017918,1.8702,-25238.7160,7124,periodic,2
2255,"B2/S012367",0.018806,1.8676,-17343.6829,6999,periodic,12
2256,"B2/S467",0.043399,1.7396,-1400.1885,4038,aperiodic,
2257,"B2/S0467",0.043801,1.7550,-841.4674,4318,aperiodic,
2258,"B2/S1467",0.044201,1.7832,-79.3657,4960,aperiodic,
2259,"B2/S01467",0.044404,1.7971,400.6960,5293,aperiodic,
2260,"B2/S2467",0.044505,1.8052,708.9967,5421,aperiodic,
2261,"B2/S02467",0.044566,1.8135,911.6569,5582,aperiodic,
2262,"B2/S12467",0.042710,1.8793,-6209.6797,7532,aperiodic,
2263,"B2/S012467",0.036829,1.8705,-8113.0220,7116,periodic,36
2264,"B2/S3467",0.044452,1.8038,640.3366,5391,aperiodic,
2265,"B2/S03467",0.044598,1.8134,868.5065,5641,aperiodic,
2266,"B2/S13467",0.044680,1.8317,1338.6601,6101,aperiodic,
2267,"B2/S013467",0.044785,1.8393,1650.5065,6333,aperiodic,
2268,"B2/S23467",0.019560,1.8816,14411.8606,7750,periodic,60
2269,"B2/S023467",0.011989,1.8824,6293.6266,7777,periodic,168
2270,"B2/S123467",0.008047,1.8781,101816.9925,7508,periodic,2
2271,"B2/S0123467",0.010986,1.8780,0.0000,7493,periodic,2
2272,"B2/S567",0.043256,1.7135,-1997.4349,3621,aperiodic,
2273,"B2/S0567",0.043532,1.7326,-1584.1885,3978,aperiodic,
2274,"B2/S1567",0.043974,1.7586,-645.5196,4527,aperiodic,
2275,"B2/S01567",0.044154,1.7753,-253.9275,4882,aperiodic,
2276,"B2/S2567",0.044137,1.7815,-280.7123,4887,aperiodic,
2277,"B2/S02567",0.044348,1.7944,339.2749,5205,aperiodic,
2278,"B2/S12567",0.044582,1.8073,714.8105,5540,aperiodic,
2279,"B2/S012567",0.044618,1.8196,949.8464,5838,aperiodic,
2280,"B2/S3567",0.044131,1.7784,-207.3203,4761,aperiodic,
2281,"B2/S03567",0.044339,1.7962,484.1504,5177,aperiodic,
2282,"B2/S13567",0.044572,1.8131,801.9804,5640,aperiodic,
2283,"B2/S013567",0.044668,1.8235,1262.9804,5932,aperiodic,
2284,"B2/S23567",0.044782,1.8365,1450.1504,6194,aperiodic,
2285,"B2/S023567",0.044740,1.8372,1342.4902,6194,aperiodic,
2286,"B2/S123567",0.018055,1.8680,-4549.4935,7016,periodic,2
2287,"B2/S0123567",0.017777,1.8664,-10400.5642,6954,periodic,4
2288,"B2/S4567",0.043653,1.7463,-970.2984,4177,aperiodic,
2289,"B2/S04567",0.044132,1.7766,-255.5065,4834,aperiodic,
2290,"B2/S14567",0.044477,1.8036,592.6601,5513,aperiodic,
2291,"B2/S014567",0.044596,1.8165,956.5065,5848,aperiodic,
2292,"B2/S24567",0.044735,1.8338,1583.2025,6249,aperiodic,
2293,"B2/S024567",0.044828,1.8434,1951.1958,6576,aperiodic,
2294,"B2/S124567",0.044100,1.8796,-4939.9289,7566,aperiodic,
2295,"B2/S0124567",0.041216,1.8736,-5445.6240,7258,periodic,60
2296,"B2/S34567",0.016661,1.9137,4716.1504,9495,aperiodic,
2297,"B2/S034567",0.020215,1.9153,4649.4707,9577,aperiodic,
2298,"B2/S134567",0.019756,1.9122,34667.7733,9404,periodic,24
2299,"B2/S0134567",0.016290,1.9094,40127.2663,9222,periodic,24
2300,"B2/S234567",0.008047,1.9044,150070.7304,8917,periodic,4
2301,"B2/S0234567",0.011513,1.9050,174013.3458,8939,periodic,2
2302,"B2/S1234567",0.000000,1.9073,0.0000,9050,fixed,1
2303,"B2/S01234567",0.006931,1.9077,0.0000,9086,fixed,1
2304,"B2/S8",-10.000000,1.7028,-2149.8539,3537,aperiodic,
2305,"B2/S08",0.043223,1.7046,-2342.3412,3583,aperiodic,
2306,"B2/S18",0.043610,1.7325,-1596.4349,4117,aperiodic,
2307,"B2/S018",0.043617,1.7392,-1338.7746,4242,aperiodic,
2308,"B2/S28",0.043915,1.7576,-674.0943,4469,aperiodic,
2309,"B2/S028",0.043847,1.7647,-472.1305,4616,aperiodic,
2310,"B2/S128",0.044080,1.7669,-562.4633,4781,aperiodic,
2311,"B2/S0128",0.044212,1.7640,-741.6851,4692,aperiodic,
2312,"B2/S38",0.043948,1.7670,-563.2025,4537,aperiodic,
2313,"B2/S038",0.044118,1.7694,-488.3366,4623,aperiodic,
2314,"B2/S138",0.044316,1.7888,88.7652,5069,aperiodic,
2315,"B2/S0138",0.044411,1.7958,408.8138,5272,aperiodic,
2316,"B2/S238",0.044566,1.8208,1103.9804,5792,aperiodic,
2317,"B2/S0238",0.044601,1.8170,849.3040,5705,aperiodic,
2318,"B2/S1238",0.003466,1.8696,-13376.2582,7103,periodic,12
2319,"B2/S01238",0.011989,1.8701,-18104.5566,7097,periodic,12
2320,"B2/S48",0.043522,1.7362,-1596.1237,4007,aperiodic,
2321,"B2/S048",0.043818,1.7527,-849.3170,4330,aperiodic,
2322,"B2/S148",0.044174,1.7745,-440.3887,4754,aperiodic,
2323,"B2/S0148",0.044248,1.7887,138.8138,5075,aperiodic,
2324,"B2/S248",0.044375,1.8088,676.1862,5460,aperiodic,
2325,"B2/S0248",0.044556,1.8057,552.8301,5404,aperiodic,
2326,"B2/S1248",0.042748,1.8765,-5967.4060,7420,aperiodic,
2327,"B2/S01248",0.037162,1.8699,-12328.3218,7095,periodic,12
2328,"B2/S348",0.044365,1.8046,517.3007,5377,aperiodic,
2329,"B2/S0348",0.044529,1.8124,934.6601,5568,aperiodic,
2330,"B2/S1348",0.044670,1.8309,1576.1471,6112,aperiodic,
2331,"B2/S01348",0.044685,1.8298,1349.3007,6052,aperiodic,
2332,"B2/S2348",0.020037,1.8826,28749.7103,7779,periodic,8
2333,"B2/S02348",0.018568,1.8835,5847.8872,7842,periodic,168
2334,"B2/S12348",0.010986,1.8790,81706.1308,7563,periodic,2
2335,"B2/S012348",0.009730,1.8797,78828.0174,7568,periodic,2
2336,"B2/S58",0.043132,1.7150,-2059.2965,3652,aperiodic,
2337,"B2/S058",0.043593,1.7239,-1802.5976,3834,aperiodic,
2338,"B2/S158",0.043988,1.7601,-510.6658,4563,aperiodic,
2339,"B2/S0158",0.044043,1.7665,-653.8431,4690,aperiodic,
2340,"B2/S258",0.044202,1.7816,59.6310,4903,aperiodic,
2341,"B2/S0258",0.044305,1.7893,257.8301,5080,aperiodic,
2342,"B2/S1258",0.044497,1.8059,696.8464,5493,aperiodic,
2343,"B2/S01258",0.044489,1.8144,810.0196,5714,aperiodic,
2344,"B2/S358",0.044069,1.7747,-197.6601,4700,aperiodic,
2345,"B2/S0358",0.044286,1.7901,225.8138,5054,aperiodic,
2346,"B2/S1358",0.044451,1.8111,860.4902,5551,aperiodic,
2347,"B2/S01358",0.044570,1.8193,992.4707,5774,aperiodic,
2348,"B2/S2358",0.044716,1.8336,1402.4707,6096,aperiodic,
2349,"B2/S02358",0.044731,1.8370,1473.6406,6177,aperiodic,
